id	Spalte	text	Keyword	property	Konzept
89.43	r_s	A la manière des Lettres persanes	A la manière des Lettres persanes	tonality	manière imitée (parodie)
89.53	r_s	ton sentimental et moralisateur	ton sentimental	tonality	ton sentimental
89.55	r_s	sensibilité effrénée	sensibilité	tonality	sensibilité
89.56	r_s	sensibilité	sensibilité	tonality	sensibilité
89.58	r_s	ton satirique	ton satirique	tonality	satire
89.62	r_s	satire de quelques membres du clergé qui habitent Le Mans et les environs	satire	tonality	satire
89.63	r_s	ton satirique	ton satirique	tonality	satire
89.65	r_s	sensibilité	sensibilité	tonality	sensibilité
89.66	r_s	sensibilité	sensibilité	tonality	sensibilité
89.68	r_s	sensibilité, vertu	sensibilité	tonality	sensibilité
89.69	r_s	sensibilité	sensibilité	tonality	sensibilité
89.72	r_s	ton sensible, avec éléments satiriques	éléments satiriques	tonality	satire
89.72	r_s	ton sensible, avec éléments satiriques	ton sensible	tonality	sensibilité
89.82	r_s	prétentions moralisatrices, sensibilité	sensibilité	tonality	sensibilité
89.83	r_s	sensibilité, intentions moralisatrices	sensibilité	tonality	sensibilité
89.85	r_s	sensibilité	sensibilité	tonality	sensibilité
89.9	r_s	ton libre	ton libre	tonality	ton léger
89.90	r_s	allégories, ton sentimental	allégorie	tonality	allégorie
89.90	r_s	allégories, ton sentimental	ton sentimental	tonality	ton sentimental
89.95	r_s	fortes tendances réalistes	tendances réalistes	tonality	tendances réalistes
89.97	r_s	sensibilité, vertu	sensibilité	tonality	sensibilité
89.98	r_s	allégorie	allégorie	tonality	allégorie
90.1	r_s	sensibilité effrénée	sensibilité	tonality	sensibilité
90.11	r_s	ton léger	ton léger	tonality	ton léger
90.13	r_s	précisions pornographiques	précisions pornographiques	tonality	précisions pornographiques
90.17	r_s	ton satirique	ton satirique	tonality	satire
90.25	r_s	couleur locale (mots tahitiens dans le texte)	couleur locale	tonality	couleur locale
90.28	r_s	sensibilité passionnée, style élevé	sensibilité	tonality	sensibilité
90.28	r_s	sensibilité passionnée, style élevé	style élevé	tonality	style élevé
90.39	r_s	style poétique	style poétique	tonality	style poétique
90.40	r_s	ton satirique, style ’ancien ’	ton satirique	tonality	satire
90.40	r_s	ton satirique, style ’ancien ’	style ’ancien ’	tonality	vieux langage
90.41	r_s	mélancolie, thèmes préromantiques, éloge de la vie simple	mélancolie	tonality	mélancolie
90.41	r_s	mélancolie, thèmes préromantiques, éloge de la vie simple	éloge de la vie simple	tonality	non-fiction
90.44	r_s	dans le genre du Roman comique de Scarron, intentions satiriques	dans le genre du Roman comique de Scarron	tonality	manière imitée (parodie)
90.50	r_s	sensibilité passionnée	sensibilité	tonality	sensibilité
90.52	r_s	sensibilité	sensibilité	tonality	sensibilité
90.65	r_s	sensibilité	sensibilité	tonality	sensibilité
90.66	r_s	sensibilité	sensibilité	tonality	sensibilité
90.7	r_s	ton satirique	ton satirique	tonality	satire
91.1	r_s	ton sensible	ton sensible	tonality	sensibilité
91.18	r_s	sensibilité, couleur locale	couleur locale	tonality	couleur locale
91.18	r_s	sensibilité, couleur locale	sensibilité	tonality	sensibilité
91.19	r_s	sensibilité	sensibilité	tonality	sensibilité
91.23	r_s	ton satirique	ton satirique	tonality	satire
91.24	r_s	ton satirique	ton satirique	tonality	satire
91.25	r_s	sensibilité effrénée, style entrecoupé	sensibilité	tonality	sensibilité
91.25	r_s	sensibilité effrénée, style entrecoupé	style entrecoupé	tonality	style élevé
91.32	r_s	sensibilité	sensibilité	tonality	sensibilité
91.40	r_s	sensibilité, nature	sensibilité	tonality	sensibilité
91.8	r_s	ton satirique	ton satirique	tonality	satire
92.15	r_s	sensibilité, vertu, philosophie	sensibilité	tonality	sensibilité
92.17	r_s	ton satirique	ton satirique	tonality	satire
92.18	r_s	sensibilité	sensibilité	tonality	sensibilité
92.2	r_s	précisions pornographiques	précisions pornographiques	tonality	précisions pornographiques
92.21	r_s	sensibilité, vertu	sensibilité	tonality	sensibilité
92.3	r_s	sensibilité	sensibilité	tonality	sensibilité
92.30	r_s	sensibilité, mélancolie	mélancolie	tonality	mélancolie
92.30	r_s	sensibilité, mélancolie	sensibilité	tonality	sensibilité
92.33	r_s	précisions pornographiques	précisions pornographiques	tonality	précisions pornographiques
92.34	r_s	précisions pornographiques	précisions pornographiques	tonality	précisions pornographiques
92.39	r_s	style héroï-comique	style héroï-comique	tonality	ton léger
92.7	r_s	satire des mœurs	satire	tonality	satire
92.8	r_s	récit d’après un tableau de Raphaël	récit d’après un tableau de Raphaël	tonality	contes
93.11	r_s	sensibilité	sensibilité	tonality	sensibilité
93.12	r_s	ton moralisateur, sensibilité	sensibilité	tonality	sensibilité
93.13	r_s	sensibilité	sensibilité	tonality	sensibilité
93.15	r_s	ton héroï-comique	ton héroï-comique	tonality	ton léger
93.4	r_s	précisions pornographiques	précisions pornographiques	tonality	précisions pornographiques
93.5	r_s	satire politique, religieuse, médicale	satire	tonality	satire
93.6	r_s	attaques contre les monarques	attaques contre les monarques	tonality	critique
94.1	r_s	sensibilité	sensibilité	tonality	sensibilité
94.5	r_s	sensibilité, vertu, nature. Imitation de Paul et Virginie	sensibilité	tonality	sensibilité
94.7	r_s	thèmes anticléricaux, vertus républicaines	thèmes anticléricaux	tonality	critique
95.12	r_s	vertu, sensibilité	sensibilité	tonality	sensibilité
95.13	r_s	prose poétique	prose poétique	tonality	style poétique
95.14	r_s	prose poétique, peintures voluptueuses, sensibilité passionnée	sensibilité	tonality	sensibilité
95.14	r_s	prose poétique, peintures voluptueuses, sensibilité passionnée	prose poétique	tonality	style poétique
95.26	r_s	sensibilité	sensibilité	tonality	sensibilité
95.27	r_s	sensibilité passionnée	sensibilité	tonality	sensibilité
95.28	r_s	sensibilité, mélancolie	mélancolie	tonality	mélancolie
95.28	r_s	sensibilité, mélancolie	sensibilité	tonality	sensibilité
95.3	r_s	sensibilité, vertu	sensibilité	tonality	sensibilité
95.39	r_s	sensibilité	sensibilité	tonality	sensibilité
95.4	r_s	sensibilité	sensibilité	tonality	sensibilité
96.12	r_s	nature, sensibilité, vertu	sensibilité	tonality	sensibilité
96.16	r_s	ton sentimental et moralisateur	ton sentimental	tonality	ton sentimental
96.17	r_s	sensibilité, mais ironie	sensibilité	tonality	sensibilité
96.18bis	r_s	ton sensible	ton sensible	tonality	sensibilité
96.26	r_s	vertu, critique des préjugés	critique	tonality	critique
96.3	r_s	tendances réalistes, thèmes philosophiques	tendances réalistes	tonality	tendances réalistes
96.33	r_s	sensibilité, mélancolie	mélancolie	tonality	mélancolie
96.33	r_s	sensibilité, mélancolie	sensibilité	tonality	sensibilité
96.34	r_s	sensibilité	sensibilité	tonality	sensibilité
96.39	r_s	sensibilité	sensibilité	tonality	sensibilité
96.40	r_s	genre troubadour	genre troubadour	tonality	style poétique
96.42	r_s	ton sensible	ton sensible	tonality	sensibilité
96.5	r_s	détails pornographiques	détails pornographiques	tonality	précisions pornographiques
96.50	r_s	ton facétieux	ton facétieux	tonality	ton léger
96.52	r_s	sensibilité, ton moralisateur	sensibilité	tonality	sensibilité
96.7	r_s	sensibilité, mais des éléments comiques aussi	sensibilité	tonality	sensibilité
97.1	r_s	sensibilité larmoyante, prose poétique entremêlée de vers	sensibilité	tonality	sensibilité
97.1	r_s	sensibilité larmoyante, prose poétique entremêlée de vers	prose poétique	tonality	style poétique
97.10	r_s	sensibilité	sensibilité	tonality	sensibilité
97.13	r_s	ton léger	ton léger	tonality	ton léger
97.14	r_s	sensibilité, nature	sensibilité	tonality	sensibilité
97.17	r_s	conte philosophique	conte philosophique	tonality	contes
97.19	r_s	peinture des mœurs, ton satirique	ton satirique	tonality	satire
97.2	r_s	sensibilité, mélancolie, prétentions moralisatrices	mélancolie	tonality	mélancolie
97.2	r_s	sensibilité, mélancolie, prétentions moralisatrices	sensibilité	tonality	sensibilité
97.25	r_s	sensibilité effrénée	sensibilité	tonality	sensibilité
97.27	r_s	sensibilité, mélancolie	mélancolie	tonality	mélancolie
97.27	r_s	sensibilité, mélancolie	sensibilité	tonality	sensibilité
97.29	r_s	sensibilité	sensibilité	tonality	sensibilité
97.33	r_s	prose poétique	prose poétique	tonality	style poétique
97.36	r_s	sensibilité, but moralisateur	sensibilité	tonality	sensibilité
97.4	r_s	sensibilité	sensibilité	tonality	sensibilité
97.42	r_s	sensibilité	sensibilité	tonality	sensibilité
97.49	r_s	ton léger	ton léger	tonality	ton léger
97.58	r_s	mélancolie, roman noir	mélancolie	tonality	mélancolie
97.59	r_s	sensibilité, mélancolie	mélancolie	tonality	mélancolie
97.59	r_s	sensibilité, mélancolie	sensibilité	tonality	sensibilité
97.61	r_s	ton satirique	ton satirique	tonality	satire
97.63	r_s	mélancolie et sensibilité	mélancolie	tonality	mélancolie
97.63	r_s	mélancolie et sensibilité	sensibilité	tonality	sensibilité
97.65	r_s	sensibilité	sensibilité	tonality	sensibilité
97.66	r_s	sensibilité	sensibilité	tonality	sensibilité
97.68	r_s	sensibilité, mélancolie	mélancolie	tonality	mélancolie
97.68	r_s	sensibilité, mélancolie	sensibilité	tonality	sensibilité
97.71	r_s	précisions pornographiques	précisions pornographiques	tonality	précisions pornographiques
97.72	r_s	style poétique	style poétique	tonality	style poétique
97.77	r_s	sensibilité	sensibilité	tonality	sensibilité
98.1	r_s	peinture des mœurs, observations morales, sensibilité	sensibilité	tonality	sensibilité
98.10	r_s	sensibilité, éléments du roman noir	sensibilité	tonality	sensibilité
98.11	r_s	ton sentimental	ton sentimental	tonality	ton sentimental
98.12	r_s	sensibilité	sensibilité	tonality	sensibilité
98.18	r_s	ton sensible et moralisateur, peinture des mœurs	ton sensible	tonality	sensibilité
98.19	r_s	sensibilité, ton moralisateur	sensibilité	tonality	sensibilité
98.20	r_s	sensibilité, ton moralisateur	sensibilité	tonality	sensibilité
98.22	r_s	sensibilité, mélancolie	mélancolie	tonality	mélancolie
98.22	r_s	sensibilité, mélancolie	sensibilité	tonality	sensibilité
98.23	r_s	tendances réalistes	tendances réalistes	tonality	tendances réalistes
98.29	r_s	sensibilité, mélancolie, bienfaisance	mélancolie	tonality	mélancolie
98.29	r_s	sensibilité, mélancolie, bienfaisance	sensibilité	tonality	sensibilité
98.3	r_s	thèmes philosophiques, ton satirique (imitation de Candide)	ton satirique (imitation de Candide)	tonality	satire
98.30	r_s	nature, vertu, sensibilité	sensibilité	tonality	sensibilité
98.31	r_s	sensibilité	sensibilité	tonality	sensibilité
98.33	r_s	sensibilité	sensibilité	tonality	sensibilité
98.34	r_s	construction désordonnée, ton satirique et facétieux	ton satirique et facétieux	tonality	ton léger
98.34	r_s	construction désordonnée, ton satirique et facétieux	ton satirique	tonality	satire
98.39	r_s	sensibilité	sensibilité	tonality	sensibilité
98.42	r_s	sensibilité	sensibilité	tonality	sensibilité
98.44	r_s	sensibilité	sensibilité	tonality	sensibilité
98.46	r_s	mélancolie, ton sombre	mélancolie	tonality	mélancolie
98.48	r_s	sensibilité, critique des mœurs	critique	tonality	critique
98.48	r_s	sensibilité, critique des mœurs	sensibilité	tonality	sensibilité
98.53	r_s	sensibilité	sensibilité	tonality	sensibilité
98.55	r_s	vertu, simplicité, sensibilité	sensibilité	tonality	sensibilité
98.56	r_s	sensibilité	sensibilité	tonality	sensibilité
98.58	r_s	ton satirique	ton satirique	tonality	satire
98.59	r_s	ton léger	ton léger	tonality	ton léger
98.60	r_s	tendances réalistes et satiriques	tendances réalistes	tonality	tendances réalistes
98.61	r_s	sensibilité, ton moralisateur	sensibilité	tonality	sensibilité
98.66	r_s	sensibilité, mélancolie	mélancolie	tonality	mélancolie
98.66	r_s	sensibilité, mélancolie	sensibilité	tonality	sensibilité
98.67	r_s	sensibilité	sensibilité	tonality	sensibilité
98.71	r_s	détails des mœurs, ton moralisateur et sensible	ton moralisateur et sensible	tonality	sensibilité
98.73bis	r_s	prose poétique	prose poétique	tonality	style poétique
98.76	r_s	sensibilité	sensibilité	tonality	sensibilité
98.81	r_s	sensibilité, prétentions moralisatrices	sensibilité	tonality	sensibilité
98.82	r_s	ton satirique	ton satirique	tonality	satire
98.83bis	r_s	ton satirique	ton satirique	tonality	satire
98.89	r_s	sensibilité	sensibilité	tonality	sensibilité
98.90	r_s	style épique	style épique	tonality	style épique
98.91	r_s	ton satirique	ton satirique	tonality	satire
98.94	r_s	sensibilité, mélancolie	mélancolie	tonality	mélancolie
98.94	r_s	sensibilité, mélancolie	sensibilité	tonality	sensibilité
98.96	r_s	bienfaisance, sensibilité	sensibilité	tonality	sensibilité
98.97	r_s	sensibilité	sensibilité	tonality	sensibilité
99.10	r_s	ton gai, éléments réalistes	éléments réalistes	tonality	tendances réalistes
99.10	r_s	ton gai, éléments réalistes	ton gai	tonality	ton léger
99.100	r_s	ton satirique	ton satirique	tonality	satire
99.103	r_s	sensibilité	sensibilité	tonality	sensibilité
99.109	r_s	sensibilité, intentions moralisatrices	sensibilité	tonality	sensibilité
99.110	r_s	ton satirique	ton satirique	tonality	satire
99.112	r_s	sensibilité	sensibilité	tonality	sensibilité
99.114	r_s	ton satirique	ton satirique	tonality	satire
99.12	r_s	ton satirique	ton satirique	tonality	satire
99.121	r_s	sensibilité, mélancolie	mélancolie	tonality	mélancolie
99.121	r_s	sensibilité, mélancolie	sensibilité	tonality	sensibilité
99.125	r_s	sensibilité, mélancolie	mélancolie	tonality	mélancolie
99.125	r_s	sensibilité, mélancolie	sensibilité	tonality	sensibilité
99.128	r_s	ton satirique, thèmes philosophiques	ton satirique	tonality	satire
99.129	r_s	sensibilité, intentions moralisatrices	sensibilité	tonality	sensibilité
99.13	r_s	précisions pornographiques	précisions pornographiques	tonality	précisions pornographiques
99.130	r_s	ton sentimental et moralisateur	ton sentimental	tonality	ton sentimental
99.135	r_s	sensibilité mélancolique	mélancolique	tonality	mélancolie
99.135	r_s	sensibilité mélancolique	sensibilité	tonality	sensibilité
99.136	r_s	sensibilité, ton moralisateur	sensibilité	tonality	sensibilité
99.137	r_s	sensibilité	sensibilité	tonality	sensibilité
99.138	r_s	sensibilité exaltée	sensibilité	tonality	sensibilité
99.141	r_s	ton satirique, tendances réalistes	tendances réalistes	tonality	tendances réalistes
99.141	r_s	ton satirique, tendances réalistes	ton satirique	tonality	satire
99.144	r_s	ton léger, intentions moralisatrices	ton léger	tonality	ton léger
99.146	r_s	sensibilité, malheurs	sensibilité	tonality	sensibilité
99.147	r_s	sensibilité effrénée, éléments du roman noir	sensibilité	tonality	sensibilité
99.151	r_s	sensibilité	sensibilité	tonality	sensibilité
99.153	r_s	sensibilité	sensibilité	tonality	sensibilité
99.157	r_s	critique des mœurs	critique	tonality	critique
99.158	r_s	critique sociale, ton moralisateur et sensible	critique	tonality	critique
99.158	r_s	critique sociale, ton moralisateur et sensible	ton moralisateur et sensible	tonality	sensibilité
99.160	r_s	éléments merveilleux, thèmes philosophiques, ton facétieux	éléments merveilleux	tonality	conte de fée
99.160	r_s	éléments merveilleux, thèmes philosophiques, ton facétieux	ton facétieux	tonality	ton léger
99.161	r_s	parodie des romans à la mode	parodie des romans à la mode	tonality	manière imitée (parodie)
99.163	r_s	retour à la nature	retour à la nature	tonality	non-fiction
99.164	r_s	ton sentimental	ton sentimental	tonality	ton sentimental
99.167	r_s	sensibilité, prétentions moralisatrices	sensibilité	tonality	sensibilité
99.168	r_s	sensibilité	sensibilité	tonality	sensibilité
99.170	r_s	mélancolie, désespoir	mélancolie	tonality	mélancolie
99.172	r_s	sensibilité	sensibilité	tonality	sensibilité
99.174	r_s	mélancolie, sensibilité, épisodes sombres	mélancolie	tonality	mélancolie
99.174	r_s	mélancolie, sensibilité, épisodes sombres	sensibilité	tonality	sensibilité
99.18	r_s	sensibilité effrénée	sensibilité	tonality	sensibilité
99.19	r_s	peinture des mœurs, sensibilité, intentions moralisatrices	sensibilité	tonality	sensibilité
99.22	r_s	ton léger	ton léger	tonality	ton léger
99.24	r_s	sensibilité effrenée	sensibilité	tonality	sensibilité
99.28	r_s	ton sentimental	ton sentimental	tonality	ton sentimental
99.3	r_s	ton sentimental et moralisateur	ton sentimental	tonality	ton sentimental
99.33	r_s	ton satirique	ton satirique	tonality	satire
99.42	r_s	ton sensible	ton sensible	tonality	sensibilité
99.44	r_s	ton satirique	ton satirique	tonality	satire
99.45	r_s	sensibilité, mélancolie	mélancolie	tonality	mélancolie
99.45	r_s	sensibilité, mélancolie	sensibilité	tonality	sensibilité
99.46	r_s	ton satirique	ton satirique	tonality	satire
99.48	r_s	sensibilité	sensibilité	tonality	sensibilité
99.49	r_s	sensibilité, nature	sensibilité	tonality	sensibilité
99.50	r_s	ton satirique	ton satirique	tonality	satire
99.53	r_s	sensibilité	sensibilité	tonality	sensibilité
99.56	r_s	sensibilité, couleur locale, roman noir	couleur locale	tonality	couleur locale
99.56	r_s	sensibilité, couleur locale, roman noir	sensibilité	tonality	sensibilité
99.59	r_s	sensibilité, intentions, moralisatrices	sensibilité	tonality	sensibilité
99.6	r_s	ton voluptueux mais moralisateur	voluptueux	tonality	style poétique
99.65	r_s	ton satirique, sensibilité	ton satirique	tonality	satire
99.65	r_s	ton satirique, sensibilité	sensibilité	tonality	sensibilité
99.66	r_s	sensibilité	sensibilité	tonality	sensibilité
99.69	r_s	sensibilité	sensibilité	tonality	sensibilité
99.70	r_s	sensibilité	sensibilité	tonality	sensibilité
99.74	r_s	ton léger	ton léger	tonality	ton léger
99.75	r_s	sensibilité	sensibilité	tonality	sensibilité
99.77	r_s	sensibilité, nature, vertu	sensibilité	tonality	sensibilité
99.79	r_s	épopée en prose poétique	prose poétique	tonality	style poétique
99.82	r_s	genre troubadour	genre troubadour	tonality	style poétique
99.83	r_s	sensibilité	sensibilité	tonality	sensibilité
99.84	r_s	ton léger	ton léger	tonality	ton léger
99.87	r_s	ton sentimental	ton sentimental	tonality	ton sentimental
99.88	r_s	sensibilité, malheurs	sensibilité	tonality	sensibilité
99.89	r_s	style poétique	style poétique	tonality	style poétique
99.9	r_s	ton sensible et moralisateur	ton sensible	tonality	sensibilité
99.92	r_s	ton satirique	ton satirique	tonality	satire
99.94	r_s	sensibilité, mélancolie	mélancolie	tonality	mélancolie
99.94	r_s	sensibilité, mélancolie	sensibilité	tonality	sensibilité
00.37	r_s	précisions pornographiques. (Ce serait une satire contre Joséphine de Beauharnais, madame Tallien et madame Visconti.)	précisions pornographiques	tonality	précisions pornographiques
00.37	r_s	précisions pornographiques. (Ce serait une satire contre Joséphine de Beauharnais, madame Tallien et madame Visconti.)	satire	tonality	satire
52.43	r_s	thèmes philosophiques, ton satirique.	ton satirique	tonality	satire
53.26	r_s	style poétique.	style poétique	tonality	style poétique
58.17	r_s	analyse des sentiments, mélancolie.	mélancolie	tonality	mélancolie
58.5	r_s	ton satirique	ton satirique	tonality	satire
59.22	r_s	sensibilité.	sensibilité	tonality	sensibilité
60.21	r_s	sensibilité, mélancolie.	mélancolie	tonality	mélancolie
60.21	r_s	sensibilité, mélancolie.	sensibilité	tonality	sensibilité
61.17	r_s	style poétique, pseudo-épopée à la manière de Fénelon.	pseudo-épopée	tonality	style élevé
61.17	r_s	style poétique, pseudo-épopée à la manière de Fénelon.	style poétique	tonality	style poétique
62.11	r_s	critique des mœurs, ton satirique.	critique	tonality	critique
62.11	r_s	critique des mœurs, ton satirique.	ton satirique	tonality	satire
63.19	r_s	poème en prose, genre troubadour.	genre troubadour	tonality	style poétique
64.39	r_s	sensibilité.	sensibilité	tonality	sensibilité
66.11	r_s	sensibilité, analyse des sentiments.	sensibilité	tonality	sensibilité
67.36	r_s	sensibilité, mélancolie, sentiments chrétiens et anti-philosophiques.	mélancolie	tonality	mélancolie
67.36	r_s	sensibilité, mélancolie, sentiments chrétiens et anti-philosophiques.	sensibilité	tonality	sensibilité
67.39	r_s	style noble, vertu, thèmes philosophiques.	style noble	tonality	style élevé
69.57	r_s	sensibilité, vertu, prose poétique.	sensibilité	tonality	sensibilité
69.57	r_s	sensibilité, vertu, prose poétique.	prose poétique	tonality	style poétique
71.25	r_s	sensibilité effrénée.	sensibilité	tonality	sensibilité
71.36	r_s	ton satirique.	ton satirique	tonality	satire
72.19	r_s	sensibilité effrénée, analyse d’un problème moral.	sensibilité	tonality	sensibilité
74.15	r_s	sensibilité, vertu, prétentions moralisatrices.	sensibilité	tonality	sensibilité
74.20	r_s	malheurs, sensibilité passionnée.	sensibilité	tonality	sensibilité
76.36	r_s	sensibilité, vertu.	sensibilité	tonality	sensibilité
77.50	r_s	roman philosophique (contre le fanatisme), couleur locale, épopée en prose.	couleur locale	tonality	couleur locale
79.22	r_s	sensibilité, vertu.	sensibilité	tonality	sensibilité
82.20	r_s	but didactique (roman d’éducation), sensibilité, vertu.	sensibilité	tonality	sensibilité
82.27	r_s	thèmes philosophiques, quelques épisodes aux tendances réalistes.	tendances réalistes	tonality	tendances réalistes
83.15	r_s	sensibilité larmoyante, malheurs.	sensibilité	tonality	sensibilité
83.26	r_s	prose poétique.	prose poétique	tonality	style poétique
83.31	r_s	sensibilité larmoyante.	sensibilité	tonality	sensibilité
83.40	r_s	précisions pornographiques.	précisions pornographiques	tonality	précisions pornographiques
83.42	r_s	ton sensible.	ton sensible	tonality	sensibilité
84.58	r_s	sensibilité, intentions moralisatrices, tendances réalistes.	tendances réalistes	tonality	tendances réalistes
84.58	r_s	sensibilité, intentions moralisatrices, tendances réalistes.	sensibilité	tonality	sensibilité
85.24	r_s	critique sociale, analyse psychologique.	critique	tonality	critique
86.27	r_s	sensibilité, vie à la campagne.	vie à la campagne	tonality	non-fiction
86.27	r_s	sensibilité, vie à la campagne.	sensibilité	tonality	sensibilité
87.54bis	r_s	sensibilité passionnée, retour à la nature.	retour à la nature	tonality	non-fiction
87.54bis	r_s	sensibilité passionnée, retour à la nature.	sensibilité	tonality	sensibilité
87.56	r_s	ton léger.	ton léger	tonality	ton léger
88.53	r_s	style poétique.	style poétique	tonality	style poétique
90.47	r_s	ton satirique.	ton satirique	tonality	satire
91.42	r_s	détails pornographiques.	détails pornographiques	tonality	précisions pornographiques
91.43	r_s	conte philosophique.	conte philosophique	tonality	contes
91.44	r_s	ton satirique.	ton satirique	tonality	satire
93.16	r_s	précisions pornographiques.	précisions pornographiques	tonality	précisions pornographiques
95.20	r_s	sensibilité.	sensibilité	tonality	sensibilité
95.37	r_s	précisions pornographiques.	précisions pornographiques	tonality	précisions pornographiques
98.41	r_s	sensibilité, vertu.	sensibilité	tonality	sensibilité
99.62	r_s	analyse des sentiments, sensibilité, vertu.	sensibilité	tonality	sensibilité
99.76	r_s	nature, sensibilité, vertu, bienfaisance.	sensibilité	tonality	sensibilité
