id	Spalte	text	Keyword	property	Konzept
70.47	r_s	sensibilité, mélancolie, malheurs	sensibilité	tonality	sensibilité
70.49	r_s	sensibilité	sensibilité	tonality	sensibilité
70.5	r_s	sensibilité	sensibilité	tonality	sensibilité
70.53	r_s	sensibilité, mélancolie	mélancolie	tonality	mélancolie
70.53	r_s	sensibilité, mélancolie	sensibilité	tonality	sensibilité
70.56	r_s	sensibilité, mélancolie	mélancolie	tonality	mélancolie
70.56	r_s	sensibilité, mélancolie	sensibilité	tonality	sensibilité
70.6	r_s	ton ironique, épopée burlesque	ton ironique	tonality	satire
70.6	r_s	ton ironique, épopée burlesque	épopée burlesque	tonality	style poétique
70.61	r_s	A la manière des Lettres persanes de Montesquieu	A la manière des Lettres persanes	tonality	manière imitée (parodie)
70.65	r_s	ton satirique	ton satirique	tonality	satire
70.71	r_s	sensibilité, vertu, nobles sauvages	sensibilité	tonality	sensibilité
70.74	r_s	sensibilité passionnée, poème en prose	sensibilité	tonality	sensibilité
70.77	r_s	ton satirique	ton satirique	tonality	satire
71.11	r_s	couleur locale africaine	couleur locale	tonality	couleur locale
71.15	r_s	thèmes anticléricaux	thèmes anticléricaux	tonality	critique
71.17	r_s	sensibilité effrénée	sensibilité	tonality	sensibilité
71.21	r_s	sensibilité, thème de l’esclavage	sensibilité	tonality	sensibilité
71.24	r_s	malheurs, sensibilité	sensibilité	tonality	sensibilité
71.27	r_s	ton satirique	ton satirique	tonality	satire
71.32	r_s	sensibilité	sensibilité	tonality	sensibilité
71.41	r_s	ton léger, mais intentions moralisatrices	ton léger	tonality	ton léger
71.47	r_s	sensibilité, vertu	sensibilité	tonality	sensibilité
71.7	r_s	sensibilité larmoyante	sensibilité	tonality	sensibilité
71.8	r_s	ton satirique	ton satirique	tonality	satire
72.1	r_s	sensibilité larmoyante, vertu	sensibilité	tonality	sensibilité
72.10	r_s	sensibilité effrénée, mélancolie	mélancolie	tonality	mélancolie
72.10	r_s	sensibilité effrénée, mélancolie	sensibilité	tonality	sensibilité
72.11	r_s	sensibilité, genre troubadour	sensibilité	tonality	sensibilité
72.11	r_s	sensibilité, genre troubadour	genre troubadour	tonality	style poétique
72.15	r_s	ton satirique	ton satirique	tonality	satire
72.18	r_s	sensibilité	sensibilité	tonality	sensibilité
72.20	r_s	à la manière de Prévost	à la manière de Prévost	tonality	manière imitée (parodie)
72.27	r_s	sensibilité passionnée, couleur locale	couleur locale	tonality	couleur locale
72.27	r_s	sensibilité passionnée, couleur locale	sensibilité	tonality	sensibilité
72.28	r_s	style épique	style épique	tonality	style épique
72.32	r_s	sensibilité, analyse des sentiments	sensibilité	tonality	sensibilité
72.34	r_s	sensibilité effrénée	sensibilité	tonality	sensibilité
72.35	r_s	sensibilité effrénée	sensibilité	tonality	sensibilité
72.4	r_s	sensibilité effrénée	sensibilité	tonality	sensibilité
72.6	r_s	ton satirique, thèmes philosophiques	ton satirique	tonality	satire
73.11	r_s	passion, sensibilité	sensibilité	tonality	sensibilité
73.13	r_s	style épique, poème en prose	style épique, poème en prose	tonality	style épique
73.15	r_s	critique des mœurs et observations morales	critique	tonality	critique
73.16	r_s	sensibilité, intentions moralisatrices	sensibilité	tonality	sensibilité
73.19	r_s	ton satirique	ton satirique	tonality	satire
73.21	r_s	ton satirique	ton satirique	tonality	satire
73.22	r_s	style élevé, épopée en prose	style élevé	tonality	style élevé
73.26	r_s	sensibilité	sensibilité	tonality	sensibilité
73.27	r_s	sensibilité, style élevé	sensibilité	tonality	sensibilité
73.27	r_s	sensibilité, style élevé	style élevé	tonality	style élevé
73.29	r_s	ton satirique	ton satirique	tonality	satire
73.30	r_s	observations sur les mœurs; ton léger	ton léger	tonality	ton léger
73.31	r_s	ton léger, intentions moralisatrices	ton léger	tonality	ton léger
73.32	r_s	ton facétieux	ton facétieux	tonality	ton léger
73.33	r_s	style poétique	style poétique	tonality	style poétique
73.34	r_s	sensibilité	sensibilité	tonality	sensibilité
73.35	r_s	sensibilité	sensibilité	tonality	sensibilité
73.36	r_s	sensibilité	sensibilité	tonality	sensibilité
73.37	r_s	ton satirique	ton satirique	tonality	satire
73.4	r_s	ton satirique	ton satirique	tonality	satire
73.5	r_s	sensibilité, malheurs	sensibilité	tonality	sensibilité
73.7	r_s	à la manière de Courtilz de Sandras	à la manière de Courtilz de Sandras	tonality	manière imitée (parodie)
73.9	r_s	sensibilité effrénée	sensibilité	tonality	sensibilité
74.10	r_s	sensibilité, vertu	sensibilité	tonality	sensibilité
74.11	r_s	sensibilité	sensibilité	tonality	sensibilité
74.17	r_s	sensibilité, intentions moralisatrices	sensibilité	tonality	sensibilité
74.19	r_s	sensibilité, vertu	sensibilité	tonality	sensibilité
74.22	r_s	couleur locale, ton épique	couleur locale	tonality	couleur locale
74.25	r_s	ton satirique	ton satirique	tonality	satire
74.27	r_s	à la manière de Prévost	à la manière de Prévost	tonality	manière imitée (parodie)
74.29	r_s	sensibilité	sensibilité	tonality	sensibilité
74.30	r_s	sensibilité	sensibilité	tonality	sensibilité
74.31	r_s	sensibilité, sombres malheurs	sensibilité	tonality	sensibilité
74.32	r_s	sensibilité, moyen âge chevaleresque	sensibilité	tonality	sensibilité
74.4	r_s	sensibilité, bienfaisance	sensibilité	tonality	sensibilité
74.5	r_s	ton satirique	ton satirique	tonality	satire
74.6	r_s	sensibilité, prétentions moralisatrices	sensibilité	tonality	sensibilité
74.7	r_s	sensibilité, mélancolie	mélancolie	tonality	mélancolie
74.7	r_s	sensibilité, mélancolie	sensibilité	tonality	sensibilité
74.9	r_s	sensibilité	sensibilité	tonality	sensibilité
75.1	r_s	sensibilité. A la manière de Werther	A la manière de Werther	tonality	manière imitée (parodie)
75.1	r_s	sensibilité. A la manière de Werther	sensibilité	tonality	sensibilité
75.10	r_s	sensibilité, vertu, bienfaisance, tendances réalistes dans la description de la misère	tendances réalistes	tonality	tendances réalistes
75.10	r_s	sensibilité, vertu, bienfaisance, tendances réalistes dans la description de la misère	sensibilité	tonality	sensibilité
75.13	r_s	sensibilité, retour à la nature	retour à la nature	tonality	non-fiction
75.13	r_s	sensibilité, retour à la nature	sensibilité	tonality	sensibilité
75.14	r_s	sensibilité effrénée	sensibilité	tonality	sensibilité
75.15	r_s	sensibilité effrénée	sensibilité	tonality	sensibilité
75.16	r_s	sensibilité effrénée, malheurs	sensibilité	tonality	sensibilité
75.18	r_s	ton satirique	ton satirique	tonality	satire
75.19	r_s	sensibilité	sensibilité	tonality	sensibilité
75.1bis	r_s	sensibilité, vertu	sensibilité	tonality	sensibilité
75.20	r_s	sensibilité	sensibilité	tonality	sensibilité
75.25	r_s	sensibilité, vertu	sensibilité	tonality	sensibilité
75.27	r_s	ton satirique	ton satirique	tonality	satire
75.3	r_s	sensibilité, mélancolie	mélancolie	tonality	mélancolie
75.3	r_s	sensibilité, mélancolie	sensibilité	tonality	sensibilité
75.31	r_s	sensibilité, discussions	sensibilité	tonality	sensibilité
75.33	r_s	sensibilité, prétentions moralisatrices	sensibilité	tonality	sensibilité
75.35	r_s	malheurs, sensibilité	sensibilité	tonality	sensibilité
75.36	r_s	sensibilité effrénée, malheurs	sensibilité	tonality	sensibilité
75.38	r_s	ton satirique	ton satirique	tonality	satire
75.40	r_s	sensibilité	sensibilité	tonality	sensibilité
75.41	r_s	sensibilité	sensibilité	tonality	sensibilité
75.6	r_s	sensibilité, mélancolie	mélancolie	tonality	mélancolie
75.6	r_s	sensibilité, mélancolie	sensibilité	tonality	sensibilité
75.9	r_s	sensibilité, malheurs	sensibilité	tonality	sensibilité
76.10bis	r_s	sensibilité	sensibilité	tonality	sensibilité
76.12	r_s	sensibilité effrénée	sensibilité	tonality	sensibilité
76.13	r_s	sensibilité effrénée	sensibilité	tonality	sensibilité
76.17	r_s	sensibilité passionnée	sensibilité	tonality	sensibilité
76.24	r_s	ton satirique	ton satirique	tonality	satire
76.26	r_s	mélancolie, désespoir	mélancolie	tonality	mélancolie
76.28bis	r_s	ton plaisant	ton plaisant	tonality	ton léger
76.30	r_s	sensibilité effrénée, malheurs, vertu	sensibilité	tonality	sensibilité
76.33	r_s	sensibilité effrénée	sensibilité	tonality	sensibilité
76.39	r_s	sensibilité effrénée	sensibilité	tonality	sensibilité
76.43	r_s	influence d’Emile	influence d’Emile	tonality	manière imitée (parodie)
76.44	r_s	prétentions moralisatrices, tendances réalistes, sensibilité	tendances réalistes	tonality	tendances réalistes
76.44	r_s	prétentions moralisatrices, tendances réalistes, sensibilité	sensibilité	tonality	sensibilité
76.45	r_s	ton satirique	ton satirique	tonality	satire
76.47	r_s	narration entrecoupée de commentaires facétieux	facétie	tonality	ton léger
76.49	r_s	sensibilité	sensibilité	tonality	sensibilité
76.50	r_s	sensibilité	sensibilité	tonality	sensibilité
76.51	r_s	sensibilité	sensibilité	tonality	sensibilité
76.6	r_s	sensibilité, prétentions moralisatrices	sensibilité	tonality	sensibilité
76.8	r_s	sensibilité, prétentions moralisatrices	sensibilité	tonality	sensibilité
77.1	r_s	sensibilité effrénée	sensibilité	tonality	sensibilité
77.10	r_s	sensibilité, nature, malheurs	sensibilité	tonality	sensibilité
77.11	r_s	sensibilité effrénée	sensibilité	tonality	sensibilité
77.13	r_s	ton satirique	ton satirique	tonality	satire
77.16	r_s	sensibilité effrénée, vertu, bienfaisance	sensibilité	tonality	sensibilité
77.18	r_s	sensibilité, prétentions moralisatrices	sensibilité	tonality	sensibilité
77.38	r_s	sensibilité, prétentions morales (portrait du citoyen vertueux)	sensibilité	tonality	sensibilité
77.40	r_s	ton satirique	ton satirique	tonality	satire
77.43	r_s	ton satirique	ton satirique	tonality	satire
77.52	r_s	sensibilité, prétentions moralisatrices	sensibilité	tonality	sensibilité
77.53	r_s	sensibilité, vertu, prétentions moralisatrices	sensibilité	tonality	sensibilité
77.54	r_s	sensibilité effrénée, mélancolie	mélancolie	tonality	mélancolie
77.54	r_s	sensibilité effrénée, mélancolie	sensibilité	tonality	sensibilité
77.59	r_s	sensibilité	sensibilité	tonality	sensibilité
77.8	r_s	sensibilité effrénée, effets d’horreur	sensibilité	tonality	sensibilité
77.9	r_s	sensibilité larmoyante	sensibilité	tonality	sensibilité
78.11	r_s	sensibilité, mélancolie, quelques tendances réalistes au début	mélancolie	tonality	mélancolie
78.11	r_s	sensibilité, mélancolie, quelques tendances réalistes au début	tendances réalistes	tonality	tendances réalistes
78.11	r_s	sensibilité, mélancolie, quelques tendances réalistes au début	sensibilité	tonality	sensibilité
78.12	r_s	sensibilité effrénée	sensibilité	tonality	sensibilité
78.13	r_s	sensibilité	sensibilité	tonality	sensibilité
78.15	r_s	ton satirique	ton satirique	tonality	satire
78.16	r_s	vertu, sensibilité	sensibilité	tonality	sensibilité
78.18	r_s	ton satirique	ton satirique	tonality	satire
78.20	r_s	sensibilité, vertu	sensibilité	tonality	sensibilité
78.22	r_s	sensibilité	sensibilité	tonality	sensibilité
78.25	r_s	ton satirique	ton satirique	tonality	satire
78.26	r_s	sensibilité	sensibilité	tonality	sensibilité
78.27	r_s	sensibilité, vertu	sensibilité	tonality	sensibilité
78.29	r_s	critique des mœurs	critique	tonality	critique
78.30	r_s	sensibilité, but didactique, esprit de système	sensibilité	tonality	sensibilité
78.34	r_s	sensibilité	sensibilité	tonality	sensibilité
78.4	r_s	précisions pornographiques	précisions pornographiques	tonality	précisions pornographiques
78.9	r_s	sensibilité effrénée	sensibilité	tonality	sensibilité
79.1	r_s	ton satirique	ton satirique	tonality	satire
79.10	r_s	ton satirique, tendances réalistes	tendances réalistes	tonality	tendances réalistes
79.10	r_s	ton satirique, tendances réalistes	ton satirique	tonality	satire
79.11	r_s	ton satirique	ton satirique	tonality	satire
79.15	r_s	ton libre	ton libre	tonality	ton léger
79.2	r_s	sensibilité	sensibilité	tonality	sensibilité
79.23	r_s	sensibilité effrénée	sensibilité	tonality	sensibilité
79.26	r_s	sensibilité effrénée	sensibilité	tonality	sensibilité
79.31	r_s	fortes tendances réalistes, sensibilité, prétentions moralisatrices	tendances réalistes	tonality	tendances réalistes
79.31	r_s	fortes tendances réalistes, sensibilité, prétentions moralisatrices	sensibilité	tonality	sensibilité
79.32	r_s	ton satirique	ton satirique	tonality	satire
79.34	r_s	sensibilité	sensibilité	tonality	sensibilité
79.35	r_s	sensibilité	sensibilité	tonality	sensibilité
79.36	r_s	ton satirique	ton satirique	tonality	satire
79.4	r_s	sensibilité	sensibilité	tonality	sensibilité
79.5	r_s	ton libre	ton libre	tonality	ton léger
79.8	r_s	sensibilité	sensibilité	tonality	sensibilité
79.9	r_s	sensibilité effrénée	sensibilité	tonality	sensibilité
80.10	r_s	sensibilité	sensibilité	tonality	sensibilité
80.11	r_s	sensibilité	sensibilité	tonality	sensibilité
80.12	r_s	description et critique de l’organisation politique de la République	critique	tonality	critique
80.16	r_s	retour à la nature, thèmes anticléricaux (religion naturelle)	thèmes anticléricaux	tonality	critique
80.16	r_s	retour à la nature, thèmes anticléricaux (religion naturelle)	retour à la nature	tonality	non-fiction
80.17	r_s	critique des mœurs anglaises	critique	tonality	critique
80.18	r_s	ton satirique	ton satirique	tonality	satire
80.2	r_s	pseudo-épopée au ton léger	pseudo-épopée	tonality	style élevé
80.2	r_s	pseudo-épopée au ton léger	ton léger	tonality	ton léger
80.20	r_s	sensibilité	sensibilité	tonality	sensibilité
80.24	r_s	sensibilité, analyse des passions	sensibilité	tonality	sensibilité
80.27	r_s	réalisme du cadre, autobiographie romancée, sensibilité, prétentions moralisatrices	sensibilité	tonality	sensibilité
80.27	r_s	réalisme du cadre, autobiographie romancée, sensibilité, prétentions moralisatrices	réalisme du cadre	tonality	tendances réalistes
80.28	r_s	sensibilité	sensibilité	tonality	sensibilité
80.32	r_s	genre troubadour	genre troubadour	tonality	style poétique
80.33	r_s	genre troubadour	genre troubadour	tonality	style poétique
80.34	r_s	prose poétique	prose poétique	tonality	style poétique
80.5	r_s	style poétique, voluptueux	style poétique	tonality	style poétique
80.6	r_s	sensibilité	sensibilité	tonality	sensibilité
80.9	r_s	sensibilité effrénée	sensibilité	tonality	sensibilité
81.1	r_s	sensibilité effrénée	sensibilité	tonality	sensibilité
81.10	r_s	sensibilité effrénée	sensibilité	tonality	sensibilité
81.11	r_s	sensibilité, mélancolie	mélancolie	tonality	mélancolie
81.11	r_s	sensibilité, mélancolie	sensibilité	tonality	sensibilité
81.13	r_s	sensibilité passionnée, nature	sensibilité	tonality	sensibilité
81.15	r_s	sensibilité	sensibilité	tonality	sensibilité
81.18	r_s	ton satirique	ton satirique	tonality	satire
81.29	r_s	thèmes philosophiques, théories pseudoscientifiques, critique des mœurs	critique	tonality	critique
81.3	r_s	sensibilité	sensibilité	tonality	sensibilité
81.32	r_s	sensibilité	sensibilité	tonality	sensibilité
81.6	r_s	ton satirique	ton satirique	tonality	satire
81.9	r_s	sensibilité	sensibilité	tonality	sensibilité
82.13	r_s	sensibilité, observations politiques et morales	sensibilité	tonality	sensibilité
82.15	r_s	sensibilité	sensibilité	tonality	sensibilité
82.2	r_s	ton satirique, puis sensibilité	ton satirique, puis sensibilité	tonality	sensibilité
82.2	r_s	ton satirique, puis sensibilité	ton satirique	tonality	satire
82.24	r_s	sensibilité, vertu	sensibilité	tonality	sensibilité
82.26	r_s	éléments merveilleux, style élevé	éléments merveilleux	tonality	conte de fée
82.26	r_s	éléments merveilleux, style élevé	style élevé	tonality	style élevé
82.28	r_s	sensibilité	sensibilité	tonality	sensibilité
82.3	r_s	satire des Jésuites	satire	tonality	satire
82.31	r_s	sensibilité, vertu	sensibilité	tonality	sensibilité
82.36	r_s	sensibilité	sensibilité	tonality	sensibilité
82.38	r_s	sensibilité	sensibilité	tonality	sensibilité
82.40	r_s	sensibilité	sensibilité	tonality	sensibilité
83.1	r_s	précisions pornographiques	précisions pornographiques	tonality	précisions pornographiques
83.11	r_s	sensibilité	sensibilité	tonality	sensibilité
83.12	r_s	ton gai	ton gai	tonality	ton léger
83.16	r_s	sensibilité effrénée	sensibilité	tonality	sensibilité
83.2	r_s	goût pour l’ancienne littérature	goût pour l’ancienne littérature	tonality	vieux langage
83.20	r_s	goût pour l’ancienne littérature	goût pour l’ancienne littérature	tonality	vieux langage
83.21	r_s	sensibilité, vertu	sensibilité	tonality	sensibilité
83.22	r_s	sensibilité, malheurs; vie à la campagne	vie à la campagne	tonality	non-fiction
83.22	r_s	sensibilité, malheurs; vie à la campagne	sensibilité	tonality	sensibilité
83.23	r_s	goût pour l’ancienne littérature	goût pour l’ancienne littérature	tonality	vieux langage
83.33	r_s	nature, vertu, sensibilité, mélancolie	mélancolie	tonality	mélancolie
83.33	r_s	nature, vertu, sensibilité, mélancolie	sensibilité	tonality	sensibilité
83.35	r_s	sensibilité	sensibilité	tonality	sensibilité
83.36	r_s	genre troubadour	genre troubadour	tonality	style poétique
83.39	r_s	sensibilité	sensibilité	tonality	sensibilité
83.4	r_s	ton facétieux	ton facétieux	tonality	ton léger
83.41	r_s	mélancolie, désespoir, poème en prose	mélancolie	tonality	mélancolie
83.43	r_s	intentions moralisatrices, sensibilité	sensibilité	tonality	sensibilité
83.46	r_s	sensibilité	sensibilité	tonality	sensibilité
83.51	r_s	éléments historiques, sensibilité	sensibilité	tonality	sensibilité
83.52	r_s	éléments historiques, sensibilité	sensibilité	tonality	sensibilité
83.53	r_s	éléments historiques, sensibilité	sensibilité	tonality	sensibilité
83.54	r_s	éléments historiques, sensibilité	sensibilité	tonality	sensibilité
83.56	r_s	ton satirique	ton satirique	tonality	satire
83.59	r_s	sensibilité, prétentions moralisatrices	sensibilité	tonality	sensibilité
83.7	r_s	sensibilité	sensibilité	tonality	sensibilité
84.13	r_s	sensibilité	sensibilité	tonality	sensibilité
84.17	r_s	sensibilité	sensibilité	tonality	sensibilité
84.21	r_s	sensibilité effrénée	sensibilité	tonality	sensibilité
84.22	r_s	ton plaisant	ton plaisant	tonality	ton léger
84.23	r_s	ton satirique	ton satirique	tonality	satire
84.28	r_s	tendances réalistes, ton facétieux	tendances réalistes	tonality	tendances réalistes
84.28	r_s	tendances réalistes, ton facétieux	ton facétieux	tonality	ton léger
84.29	r_s	sensibilité, style épique	sensibilité	tonality	sensibilité
84.29	r_s	sensibilité, style épique	style épique	tonality	style épique
84.3	r_s	critique polémique	critique	tonality	critique
84.34	r_s	sensibilité, style poétique	sensibilité	tonality	sensibilité
84.34	r_s	sensibilité, style poétique	style poétique	tonality	style poétique
84.36	r_s	thèmes philosophiques, ton satirique	ton satirique	tonality	satire
84.38	r_s	ton ironique	ton ironique	tonality	satire
84.39	r_s	ton satirique	ton satirique	tonality	satire
84.41	r_s	sensibilité effrénée	sensibilité	tonality	sensibilité
84.5	r_s	ton critique et humoristique	critique	tonality	critique
84.52	r_s	style élevé, épopée en prose	style élevé	tonality	style élevé
84.54	r_s	thèmes philosophiques, ton satirique	ton satirique	tonality	satire
84.62	r_s	genre troubadour	genre troubadour	tonality	style poétique
84.9	r_s	sensibilité effrénée	sensibilité	tonality	sensibilité
85.1	r_s	ton sentimental et moralisateur	ton sentimental	tonality	ton sentimental
85.11	r_s	sensibilité	sensibilité	tonality	sensibilité
85.14	r_s	vertu, sensibilité, nature	sensibilité	tonality	sensibilité
85.15	r_s	ton satirique, éléments réalistes	ton satirique	tonality	satire
85.15	r_s	ton satirique, éléments réalistes	éléments réalistes	tonality	tendances réalistes
85.16	r_s	ton satirique	ton satirique	tonality	satire
85.19	r_s	ton satirique	ton satirique	tonality	satire
85.3	r_s	récit coupé en ’mois’	récit coupé en ’mois’	tonality	contes
85.30	r_s	style épique	style épique	tonality	style épique
85.33	r_s	ton satirique	ton satirique	tonality	satire
85.36	r_s	vieux langage, goût pour l’ancienne littérature	goût pour l’ancienne littérature	tonality	vieux langage
85.38	r_s	ton satirique	ton satirique	tonality	satire
85.39	r_s	sensibilité, malheurs	sensibilité	tonality	sensibilité
85.40	r_s	imitations d’Ossian, thèmes philosophiques, intentions didactiques, tendances réalistes	imitations d’Ossia	tonality	manière imitée (parodie)
85.40	r_s	imitations d’Ossian, thèmes philosophiques, intentions didactiques, tendances réalistes	tendances réalistes	tonality	tendances réalistes
85.42	r_s	conte philosophique	conte philosophique	tonality	contes
85.43	r_s	ton satirique	ton satirique	tonality	satire
85.7	r_s	ton sentimental et moralisateur, observations des mœurs mauresques	ton sentimental	tonality	ton sentimental
86.1	r_s	sensibilité	sensibilité	tonality	sensibilité
86.11	r_s	sensibilité larmoyante	sensibilité	tonality	sensibilité
86.2	r_s	sensibilité	sensibilité	tonality	sensibilité
86.27	r_s	sensibilité, vie à la campagne	vie à la campagne	tonality	non-fiction
86.27	r_s	sensibilité, vie à la campagne	sensibilité	tonality	sensibilité
86.29	r_s	sensibilité	sensibilité	tonality	sensibilité
86.33	r_s	sensibilité	sensibilité	tonality	sensibilité
86.34	r_s	style épique	style épique	tonality	style épique
86.42	r_s	sensibilité, prétentions moralisatrices	sensibilité	tonality	sensibilité
86.45	r_s	sensibilité	sensibilité	tonality	sensibilité
86.46	r_s	ton satirique, prétentions philosophiques	ton satirique	tonality	satire
86.47	r_s	sensibilité	sensibilité	tonality	sensibilité
86.48	r_s	sensibilité	sensibilité	tonality	sensibilité
86.52	r_s	sensibilité	sensibilité	tonality	sensibilité
86.58	r_s	fortes tendances réalistes, autobiographie romancée	tendances réalistes	tonality	tendances réalistes
86.6	r_s	sensibilité	sensibilité	tonality	sensibilité
86.60	r_s	ton satirique	ton satirique	tonality	satire
86.63	r_s	style entrecoupé	style entrecoupé	tonality	style élevé
86.8	r_s	sensibilité, prétentions moralisatrices, attaques contre les philosophes	attaques contre les philosophes	tonality	critique
86.8	r_s	sensibilité, prétentions moralisatrices, attaques contre les philosophes	sensibilité	tonality	sensibilité
86.9	r_s	sensibilité	sensibilité	tonality	sensibilité
87.1	r_s	thème de l’éducation, critique des mœurs	critique	tonality	critique
87.15	r_s	parodie de Tristram Shandy	parodie	tonality	manière imitée (parodie)
87.16	r_s	ton satirique	ton satirique	tonality	satire
87.20	r_s	thèmes anticléricaux, ton satirique	thèmes anticléricaux	tonality	critique
87.20	r_s	thèmes anticléricaux, ton satirique	ton satirique	tonality	satire
87.29	r_s	style élevé, nature, sensibilité	sensibilité	tonality	sensibilité
87.29	r_s	style élevé, nature, sensibilité	style élevé	tonality	style élevé
87.30	r_s	sensibilité	sensibilité	tonality	sensibilité
87.31	r_s	ton satirique	ton satirique	tonality	satire
87.33	r_s	ton léger	ton léger	tonality	ton léger
87.34	r_s	ton plaisant, avec des notes facétieuses	ton plaisant	tonality	ton léger
87.35	r_s	sensibilité, intentions didactiques	sensibilité	tonality	sensibilité
87.37	r_s	sensibilité	sensibilité	tonality	sensibilité
87.4	r_s	observations politiques, thèmes philosophiques, pseudo-épopée	pseudo-épopée	tonality	style élevé
87.47	r_s	sensibilité	sensibilité	tonality	sensibilité
87.48	r_s	sensibilité, ironie	sensibilité	tonality	sensibilité
87.60	r_s	ton satirique	ton satirique	tonality	satire
87.61	r_s	intentions moralisatrices, sensibilité	sensibilité	tonality	sensibilité
87.68	r_s	ton satirique	ton satirique	tonality	satire
87.8	r_s	sensibilité débordante	sensibilité	tonality	sensibilité
88.10	r_s	ton facétieux. A la manière du Voyage sentimental de Sterne	A la manière du Voyage sentimental de Sterne	tonality	manière imitée (parodie)
88.10	r_s	ton facétieux. A la manière du Voyage sentimental de Sterne	ton facétieux	tonality	ton léger
88.102	r_s	sensibilité	sensibilité	tonality	sensibilité
88.105	r_s	sensibilité, vertu	sensibilité	tonality	sensibilité
88.106	r_s	cadre pastoral, forte couleur locale	forte couleur locale	tonality	couleur locale
88.14	r_s	sensibilité effrénée	sensibilité	tonality	sensibilité
88.16	r_s	sensibilité	sensibilité	tonality	sensibilité
88.17	r_s	ton satirique	ton satirique	tonality	satire
88.18	r_s	sensibilité	sensibilité	tonality	sensibilité
88.20	r_s	apologie de la Nature, sensibilité	apologie	tonality	apologie
88.20	r_s	apologie de la Nature, sensibilité	sensibilité	tonality	sensibilité
88.22	r_s	sensibilité, mystères	sensibilité	tonality	sensibilité
88.23	r_s	sensibilité, mélancolie	mélancolie	tonality	mélancolie
88.23	r_s	sensibilité, mélancolie	sensibilité	tonality	sensibilité
88.25	r_s	ton satirique	ton satirique	tonality	satire
88.29	r_s	ton satirique	ton satirique	tonality	satire
88.31	r_s	ton satirique, but moral	ton satirique	tonality	satire
88.32	r_s	sensibilité passionnée	sensibilité	tonality	sensibilité
88.34	r_s	vertu, sensibilité	sensibilité	tonality	sensibilité
88.35	r_s	sensibilité, vertu	sensibilité	tonality	sensibilité
88.37	r_s	sensibilité	sensibilité	tonality	sensibilité
88.46	r_s	sensibilité, mélancolie	mélancolie	tonality	mélancolie
88.46	r_s	sensibilité, mélancolie	sensibilité	tonality	sensibilité
88.48	r_s	sensibilité effrénée	sensibilité	tonality	sensibilité
88.55	r_s	sensibilité passionnée, réflexions mélancoliques	mélancolique	tonality	mélancolie
88.55	r_s	sensibilité passionnée, réflexions mélancoliques	sensibilité	tonality	sensibilité
88.56	r_s	prétentions moralisatrices, sensibilité	sensibilité	tonality	sensibilité
88.57bis	r_s	ton sensible et moralisateur	ton sensible	tonality	sensibilité
88.59	r_s	sensibilité effrénée	sensibilité	tonality	sensibilité
88.64	r_s	sensibilité	sensibilité	tonality	sensibilité
88.66	r_s	sensibilité	sensibilité	tonality	sensibilité
88.68	r_s	sensibilité, prétentions moralisatrices	sensibilité	tonality	sensibilité
88.69	r_s	ton satirique	ton satirique	tonality	satire
88.72	r_s	éléments réalistes, critique sociale, ton satirique	critique	tonality	critique
88.72	r_s	éléments réalistes, critique sociale, ton satirique	ton satirique	tonality	satire
88.72	r_s	éléments réalistes, critique sociale, ton satirique	éléments réalistes	tonality	tendances réalistes
88.73	r_s	sensibilité	sensibilité	tonality	sensibilité
88.86	r_s	ton satirique	ton satirique	tonality	satire
88.87	r_s	sensibilité, mélancolie	mélancolie	tonality	mélancolie
88.87	r_s	sensibilité, mélancolie	sensibilité	tonality	sensibilité
88.89	r_s	ton léger	ton léger	tonality	ton léger
88.9	r_s	sensibilité	sensibilité	tonality	sensibilité
88.91	r_s	goût pour l’ancienne littérature	goût pour l’ancienne littérature	tonality	vieux langage
88.96	r_s	ton satirique	ton satirique	tonality	satire
88.97	r_s	ton sentimental	ton sentimental	tonality	ton sentimental
88.98	r_s	sensibilité	sensibilité	tonality	sensibilité
89.1	r_s	sensibilité	sensibilité	tonality	sensibilité
89.103	r_s	ton ironique	ton ironique	tonality	satire
89.108	r_s	nature, sensibilité, ton grandiose	sensibilité	tonality	sensibilité
89.108	r_s	nature, sensibilité, ton grandiose	ton grandiose	tonality	style élevé
89.109	r_s	sensibilité effrénée	sensibilité	tonality	sensibilité
89.12	r_s	sensibilité, mélancolie	mélancolie	tonality	mélancolie
89.12	r_s	sensibilité, mélancolie	sensibilité	tonality	sensibilité
89.18	r_s	conte allégorique, critique de la noblesse	allégorique	tonality	allégorie
89.18	r_s	conte allégorique, critique de la noblesse	critique	tonality	critique
89.19	r_s	sensibilité, mélancolie	mélancolie	tonality	mélancolie
89.19	r_s	sensibilité, mélancolie	sensibilité	tonality	sensibilité
89.2	r_s	ton satirique	ton satirique	tonality	satire
89.21	r_s	précisions pornographiques	précisions pornographiques	tonality	précisions pornographiques
89.28	r_s	ton satirique	ton satirique	tonality	satire
89.3	r_s	sensibilité	sensibilité	tonality	sensibilité
89.32	r_s	prose poétique	prose poétique	tonality	style poétique
89.33	r_s	ton sentimental	ton sentimental	tonality	ton sentimental
89.35	r_s	sensibilité extrême	sensibilité	tonality	sensibilité
89.4	r_s	sensibilité	sensibilité	tonality	sensibilité
89.41	r_s	ton satirique	ton satirique	tonality	satire
89.42	r_s	sensibilité larmoyante, bienfaisance, nature	sensibilité	tonality	sensibilité
